title,scene_id,season,episode,scene_number,episode_title,character,characters_involved,given_circumstances,full_dialogue,scene_arc,motivation,internal_thoughts,reflection,importance,arousal,dominance,pleasure
Dwight and Angela guard the cake while revealing their private tension | secrecy,S02E19-SC25,2,19,25,Michael's Birthday,Angela,"Angela, Dwight, Ryan","Dwight is still trying to control Michael's birthday celebration, while Angela protects the party planning committee's authority. Ryan is nearby enough to witness the tension.","Dwight: Hey temp, you know uh, we still got five feet of sandwich left [pulls ice cream cake out of freezer].
Ryan: [making peanut butter and jelly sandwich] Someone ate three feet of that thing?
Dwight: Hell, yeah. Save room for ice cream cake.
Angela: [grabs cake] Oh. Thank you.
Dwight: Oh. I got it.
Angela: What are--- it's... the party planning committee.
Dwight: [whispering] This is the most important day of the year. I can't risk anything.
Angela: Fine.
Dwight: What about that meeting... later... to discuss finances?
Angela: Yes... [whispering] but don't expect any cookie.
Dwight: [whispering] But what if i'm hungry?
Angela: [whispering]",Dwight retrieves the ice cream cake and Angela takes it back in the name of the committee. Their whispered exchange shifts from logistics into coded intimacy before the scene cuts away.,reclaim party planning authority and keep the secret Angela-Dwight dynamic controlled,"The ice cream cake belongs under committee control, not Dwight's anxious hands. He is useful, but he also turns Michael's birthday into a military operation. Our whispered finances meeting is private, and I will not let him confuse that with getting cookies.","I took the cake because boundaries matter. With Dwight, I have to manage both the party and the private undercurrent.",6,0.5,0.6,0.2
Kevin's fear interrupts Michael's birthday song | displacement,S02E19-SC27,2,19,27,Michael's Birthday,Angela,"Angela, Dwight, Kevin, Michael, Office Staff","The office has gathered to sing to Michael and present the cake. Kevin is still waiting for his medical update, making the celebratory mood fragile.","Office Staff: [singing] Happy birthday dear Michael, [Michael joins in, Kevin's phone rings] Happy birthday... [everyone but Dwight stops] ...tooo youuuu.
Kevin: Hello? Hey.
Michael: Kevin? Respect the birthday please.
Kevin: No, um, no not yet. I will. Bye. [hangs up] It was just Stacy.
Michael: Are you done? ...Good. Okay.
Dwight: Here we go. Make a wish.
Michael: Uhhh... blow out the candle. Okay. Mmmm... [blows out the candles]
Dwight: Yaoo yay! [claps]
Michael: ... I asked for trick candles.
Dwight: Pam was supposed to get 'em.
Michael: Okay. Well, when she comes back we'll do it again. [notices Meredith hugging Kevin] Hello, what about the birthday boy? Haven't had a hug all day.
Angela: No one cares about your birthday. Kevin's waiting to hear if he has skin cancer.
Michael: ... Aww, that... sucks, great. ... Wow, that's good timing. That's... that's, sorry, that's terrible. Terrible news. That's terrible... terrible news for both of us [takes cake into office and slams the door].","Kevin takes a call during the song, upsetting Michael, and the candles are not the trick candles Michael requested. Angela finally tells Michael that people are focused on Kevin's possible cancer, and Michael retreats angrily with the cake.",force Michael to recognize Kevin's fear instead of centering his birthday,Michael complaining about hugs while Kevin is waiting on skin cancer is indecent. Someone has to puncture the birthday fantasy and say what the room is actually feeling. I do not care if it sounds harsh; it is morally correct.,I said the thing everyone was avoiding. Michael needed to hear that Kevin's health mattered more than cake.,6,0.8,0.5,-0.4
Dwight tells Angela he knows she's innocent but has to interview her to maintain appearances; she smiles | secret relationship as institutional cover,S2E20-SC17,2,20,17,Drug Testing,Angela,"Angela, Dwight",Dwight is interviewing Angela as part of his investigation.,"Dwight: I know you're innocent, but I can't look like I'm treating you any differently.
Angela: I understand.
Dwight: Where were you yesterday after work?
Angela: [smiles knowingly]",Dwight tells Angela he knows she's innocent but must interview her for appearance's sake. She understands. He asks where she was. She smiles.,To be formally interviewed and smile at the right question.,He said he knows I'm innocent. He asked where I was. I'm smiling. He knows where I was.,He knows.,5,0.6,0.6,0.8
Dwight asks Kevin about Rogaine; asks Angela about prescription drugs; Angela gives Dwight a look and he says good | coded exemption issued,S2E20-SC22,2,20,22,Drug Testing,Angela,"Angela, Dwight, Kevin",Dwight is going through prescription drug disclosures.,"Dwight: Kevin, what prescription drugs are you taking, besides Rogaine?
Kevin: I'm not taking Rogaine.
Dwight: Angela, what about you?
Angela: I don't take any prescription drugs.
Dwight: You're not on
Angela: [Gives Dwight a knowing look]
Dwight: Good.",Dwight asks Kevin about Rogaine — Kevin denies it. Dwight asks Angela about prescription drugs. She denies any. He starts to ask a specific follow-up. She gives him a look. He says good.,To stop Dwight's question before it gets specific.,He started to ask something specific. I gave him the look. He said good.,The look worked.,4,0.6,0.8,-0.2
Angela tells Dwight she won't give permission to give Michael his urine; Dwight says he knows that | permission sought and correctly denied,S2E20-SC31,2,20,31,Drug Testing,Angela,"Angela, Dwight",Dwight has apparently consulted Angela about the urine situation.,"Angela: Do you want to give Michael your urine?
Dwight: I want him to have all the urine he needs.
Angela: You're not going to get my permission on this.
Dwight: I know that. Don't you think I know that?",Angela asks Dwight's intent. Dwight expresses wanting Michael to have all the urine he needs — a statement of loyalty. Angela refuses permission. Dwight says he knows.,To be clear about her position on illegal activity.,He wants to give Michael his urine to pass a drug test. That's illegal. I won't sanction it. I said so.,I gave him no permission. That was correct.,6,0.6,0.7,-0.3
"Angela looks forward to drug testing because she used to get a runner's high so now she swims; Meredith says she's 100% drug-free, there are plenty of other ways to have fun | parallel self-characterizations",S2E20-SC55,2,20,55,Drug Testing,Angela,"Angela, Meredith",Angela and Meredith address the camera about the drug test.,"Angela: I look forward to drug testing. I used to get a runner's high, which is why now I swim.
Meredith: Why would I be worried? I'm not a drug user. I would never abuse my body like that. I mean, they are plenty of other ways to have fun. My body is 100% drug-free.","Angela explains she avoids even runner's highs — hence swimming. Meredith clarifies her body is 100% drug-free, while noting there are plenty of other ways to have fun.","To establish her total abstinence from altered states, including legal ones.",Runner's high is a high. I swim now. No highs. I look forward to the test.,Swimming produces no high. That is correct.,3,0.4,0.7,0.4
Angela realizes she may not be invited to Pam's wedding | social exclusion,S02E21-SC3,2,21,3,Conflict Resolution,Angela,"Angela, Pam, Phyllis","Pam has sent Save The Date cards for her wedding, and some coworkers have already received them. Angela has a history of judging Pam, which makes the invitation list emotionally charged.","Phyllis: Oh I got the 'Save The Date'.
Pam: Yeah?
Phyllis: Yeah, pretty stationery.
Pam: Oh, thanks!
Angela: I didn't get mine yet.
Pam: Uh...","Phyllis warmly acknowledges receiving the card, and Pam responds with relief. Angela notices that she has not received one and puts Pam on the spot, ending the exchange in awkward silence.",force Pam to acknowledge that Angela has been excluded,"Phyllis got the card, which means this was not an accident of timing. Pam is trying to act sweet while quietly deciding I am not worthy of her wedding. I will not beg for an invitation, but I will make the omission visible.","Pam's silence told me enough. If she wants to be tacky and selective, I can still judge the invitation from a position of standards.",7,0.7,-0.5,-0.8
Michael teaches conflict styles and invents win-win-win | managerial fantasy,S02E21-SC11,2,21,11,Conflict Resolution,Angela,"Angela, Michael, Oscar","Michael has taken over Angela and Oscar's poster dispute with a mediator's binder. He wants the process to demonstrate his competence, not merely solve the employees' problem.","Michael: [holding up a binder] A mediator's tool chest. Okay, well, before we get started, you should know that are 5 different styles of conflict.[in a comedic voice] My Shaolin temple style defeats your monkey style.
Angela: Can we go? I have a lot of work to do.
Michael: No. Okay, this is important. The first style is lose/lose.
Oscar: What's the next one?
Michael: Just hold on, please! Okay, if we do lose/lose, neither of you gets what you want. Do you understand? You... you would both lose. Now I need to ask you, do you want to pursue a lose/lose negotiation?
Angela: Can we just skip to whatever number 5 is - win/win or whatever?
Michael: Win/Win is number four and number five is win/win/win. The important difference here is with win/win/win, we all win. Me too. I win for having successfully mediated a conflict at work.","Michael explains conflict-resolution styles in a martial-arts voice and insists on working through the framework. Angela wants to skip ahead, and Michael reveals that his preferred outcome is win/win/win because he gets to win as mediator too.","preserve standards, privacy, and moral authority in a messy office","People here confuse rudeness with honesty and vulgarity with personality. I maintain standards because someone has to. If others feel judged, that may be because they are behaving in ways worth judging.",The office is too casual with private matters and too careless with taste. I will keep my composure because standards are not decided by majority vote.,6,0.3,0.6,0.1
Michael mediates the baby poster dispute with a t-shirt solution | forced harmony,S02E21-SC12,2,21,12,Conflict Resolution,Angela,"Angela, Michael, Oscar, Pam","Angela wants her poster visible, Oscar finds it deeply offensive, and Michael is determined to produce a theatrical resolution. Pam is present as a helper and observer, giving Michael small encouragements while the employees resist.","Michael: [in front of poster] Okay, since this is the disputed poster. Now, one at a time, I want you to express your feelings using 'I' emotion language and no judging or 'you' statements.
Angela: I got this poster for Christmas, and I feel I want to see it everyday. It makes me feel like the babies are the true artists, and God has a really cute sense of humor.
Michael: Come on, seriously, that?
Oscar: I don't like looking at it. It's creepy, and in bad taste, and it's just offensive to me. It makes me think of the horrible, frigid stage mothers who force the babies into it. It's kitsch. It's the opposite of art. It destroys art. It destroys souls. This is so much more offensive to me than hardcore porno. I'm talking about the...
Michael: Okay, okay. Stop, stop, stop! Let's see if we can just brainstorm and find some creative alternatives that are win/win.
Pam: Win!
Michael: Yes. Thank you, Pam. How about Angela makes the poster into a t-shirt, which Oscar wears. That way, he can never see it and whenever she looks at Oscar, she can see it. Win/win/win.
Oscar: No.
Angela: That's... no...
Michael: Okay... well, brainstorm. Own the solution.
Angela: How about, I leave it up?
Oscar: How 'bout, she takes it down?
Pam: How about, Angela can keep it up on Tuesdays and Thursdays?
Michael: Okay, that is called a compromise. And it is style 3. And it is not ideal. To sum up, win/win - make the poster into a t-shirt, win/lose - take the poster down, compromise - Tuesdays and Thursdays. And the answer is... make the poster into a t-shirt! Win/win.
Pam: Win.
Oscar: Fine.
Angela: But, it...
Michael: [claps his hands twice] It is done!
Pam: Win","Angela and Oscar each state their positions, and Michael dismisses or truncates the emotional substance. He proposes that Oscar wear the poster as a t-shirt, rejects Pam's compromise as inferior, and declares the t-shirt idea done despite weak consent.",keep the poster visible and resist having her taste judged by Oscar or Michael,"The poster is wholesome, and Oscar is being dramatic because he enjoys feeling superior. I should not have to justify liking babies dressed nicely. Michael's process is ridiculous, but if it keeps the poster in sight, I can tolerate some indignity.","The t-shirt idea was humiliating and impractical, but Oscar had to concede something. I still believe the poster deserved respect.",7,0.7,-0.2,0.1
Pam hand-delivers Angela a Save The Date | reluctant inclusion,S02E21-SC14,2,21,14,Conflict Resolution,Angela,"Angela, Pam",Pam has been deciding who should receive wedding Save The Dates and has avoided Angela because of past judgment. Angela's visible exclusion made the workplace awkward enough that Pam now tries to smooth it over.,"Pam: Hey, Angela.[hands her a Save The Date card] I didn't have your zip code.
Angela: Oh. Thanks.",Pam gives Angela a Save The Date and explains that she did not have Angela's zip code. Angela accepts it with restrained politeness.,"preserve standards, privacy, and moral authority in a messy office","People here confuse rudeness with honesty and vulgarity with personality. I maintain standards because someone has to. If others feel judged, that may be because they are behaving in ways worth judging.",The office is too casual with private matters and too careless with taste. I will keep my composure because standards are not decided by majority vote.,6,0.2,0.4,-0.2
Angela evaluates Pam's Save The Date after receiving it late | wounded superiority,S02E21-SC15,2,21,15,Conflict Resolution,Angela,Angela,"Angela has now received a Save The Date, but the manner of delivery makes clear that she was not included naturally. She protects her pride by turning the invitation into an object of judgment.","Angela: It was hand delivered. But, I did get a Save The Date after all. It's not my taste.",Angela tells the camera that the card was hand-delivered but counts as received. She undercuts the moment by saying it is not to her taste.,"preserve standards, privacy, and moral authority in a messy office","People here confuse rudeness with honesty and vulgarity with personality. I maintain standards because someone has to. If others feel judged, that may be because they are behaving in ways worth judging.",The office is too casual with private matters and too careless with taste. I will keep my composure because standards are not decided by majority vote.,5,0.3,0.5,-0.3
Michael opens the complaint files to the whole office | public exposure,S02E21-SC22,2,21,22,Conflict Resolution,Angela,"Angela, Dwight, Michael, Pam, Toby","Michael believes Toby's listening method lets negativity fester, so he has gathered employees to air complaints publicly. The files contain withdrawn and redacted complaints, including sensitive material about Dwight, Angela, and Pam.","Michael: How many of you have at one time gone to Toby to complain about another employee? [looks at all the employees, most of whom raise their hands] And... did you get what you wanted, or were you merely listened to, you forget about your problem, and you move on? [employees mumble 'merely listen to and forgotten...' ] That is outrageous! I love this place... and it pains me to see all of the negativity festering... [sighs] Okay, today we are going to get everything out of these files and into the open, where it can be resolved. Alright, how about the Phyllis/Angela dispute?
Angela: You already did me.
Michael: That's what she said. [Jim mouths these words along with Michael] The thing is, Angela... you are in here an awful lot. You have complained about everybody in the office, except Dwight, which is odd because everyone else has had run ins with Dwight. Toby, by the way, what does 'redacted' mean? There is a file full of complaints in here marked 'redacted'... ?
Toby: Yeah, it just means whoever complained came to me later and withdrew it, so I took their name off.
Michael: Oh, ok. There were a bunch of complaints about Dwight that were put in the redacted file about six months ago.
Dwight: Whoa.. wha... wait. If someone has a problem with me, why would they withdraw it six months ago?
Pam: [notices Angela's intense concern] Um... let's move on. I volunteer. Did anyone have a problem with me?
Michael: All right, Pamela. Come on down! Let's do it! And [looks through the file]... okay. Just one complaint. Actually, it has been withdrawn. So that is no help to us. Next.
Pam: Wait, what did it say?
Michael: Uh... [reading]'Does she have to plan her wedding on office time? Couldn't she do that at home?' [Pam looks Angela an angry look] Who else? Why don't we just warm up first? Warm up emotionally, all right?","Michael asks who has complained to Toby and denounces the lack of resolution. He exposes Angela's complaint pattern, mentions redacted Dwight complaints, and reads a withdrawn complaint about Pam planning her wedding on office time, which makes Pam suspect Angela.",avoid attention on the redacted Dwight complaints and survive the public airing,"Michael reading my complaint history is bad enough, but the redacted Dwight file is dangerous. Pam notices too much, which is exactly why I do not trust her with private information. I need the room to move on before anyone connects the timing.","Pam protected me in that moment, but then Michael read her wedding complaint and she looked at me like I was guilty. Secrets make alliances unstable.",8,0.8,-0.4,-0.7
Pam confronts Angela during the group grievance session | misdirected accusation,S02E21-SC25,2,21,25,Conflict Resolution,Angela,"Angela, Michael, Pam","Pam thinks Angela complained about her wedding planning and is now mixing hurt, embarrassment, and suspicion. Michael is simultaneously trying to pull Stanley into the public conflict process.","Michael: Stanley. [off camera]
Pam: [gets up and walks over to Angela, whispering to her] Hey. Thanks for ratting me out!
Michael: [still of camera] You got a lot of anger under there buddy. Come on start us out. Unleash it.
Angela: I didn't do it! [Michael and Stanley continue to talk off camera, but it's inaudible]
Pam: I find that hard to believe... considering you have problems with every single person in this entire office except Bobblehead Joe.","Pam whispers angrily to Angela and accuses her of ratting her out. Angela denies it, but Pam points to Angela's history of having problems with nearly everyone except Dwight.","preserve standards, privacy, and moral authority in a messy office","People here confuse rudeness with honesty and vulgarity with personality. I maintain standards because someone has to. If others feel judged, that may be because they are behaving in ways worth judging.",The office is too casual with private matters and too careless with taste. I will keep my composure because standards are not decided by majority vote.,6,0.7,0.3,-0.4
Phyllis and Angela pretend to settle parking tension | hostile politeness,S02E21-SC29,2,21,29,Conflict Resolution,Angela,"Angela, Michael, Phyllis","Michael is trying to resolve a parking-space complaint between Phyllis and Angela. The issue is minor on the surface, but it reflects deeper contempt masked by office civility.","Phyllis: I know you keep saying it's your space, even though there's no assigned parking, but I keep forgetting.
Angela: Yes, that's the problem.
Phyllis: I guess so...
Michael: Okay, well... all settled, then.
Phyllis: [whispering to Angela] I don't like you.","Phyllis says she keeps forgetting Angela's claimed parking space despite there being no assigned parking. Michael declares the issue settled, and Phyllis privately tells Angela that she does not like her.","preserve standards, privacy, and moral authority in a messy office","People here confuse rudeness with honesty and vulgarity with personality. I maintain standards because someone has to. If others feel judged, that may be because they are behaving in ways worth judging.",The office is too casual with private matters and too careless with taste. I will keep my composure because standards are not decided by majority vote.,6,0.6,-0.1,-0.5
The group photo exposes the unresolved Pam-Jim complaint | emotional rupture,S02E21-SC54,2,21,54,Conflict Resolution,Angela,"Angela, I.D. Photographer, Jim, Michael, Pam, Phyllis","The whole office is assembled for a group photo meant to show unity. Pam still believes Angela filed the wedding complaint, and Jim knows the truth is worse for him personally.","I.D. Photographer: One, two, three... smile. [camera flashes, but no one smiles] Try to smile.
Michael: We resolved a lot today, everybody. Think happy thoughts.
I.D. Photographer: Alright, I'm just gonna take it on three...  whether you smile or not. One, two, three. [camera flashes]
Michael: Good, let's check that out. [looks at preview screen] Ew, okay, all right. One more. We'll take one more.
I.D. Photographer: That'll be another 20.
Michael: What?
Pam: Angela, I want to talk to you about something.
Michael: [off camera] You just press the button.
Angela: What?
Jim: No, Pam.
Pam: [looks at to Jim] I am. [looks at Angela] It's about the Save The Date.
Jim: Pam, it wasn't her.
Pam: What?!
Jim: I'm the one who complained about you.
Jim: I... I didn't know that Toby was gonna write it down. [the camera flashes] I was just venting.
Michael: [off camera] Okay, good. Check that out.
Jim: You know, it was one day.
Michael: [off camera] That's terrible.
Jim: And I took it right back. It was like...
Pam: Okay.
Phyllis: Oh, dear.
Michael: [off camera] Let's pay Mr. Price Gouger. [rejoins the group, on camera] Okay... we can do this. Come on, everybody. All right. Here we go. [flash goes off before he sits down]","The photographer struggles to get smiles while Michael keeps paying for more attempts. Pam starts confronting Angela about the Save The Date, Jim stops her and admits he filed the complaint, and the photo captures the awkward fallout.",receive Pam's confrontation without revealing the real secret underneath their tension,"Pam comes at me about the Save The Date, and for once I am not the guilty person in the room. That does not make me comfortable, because we both know there are other things I need hidden. Jim stepping in is a relief and an exposure at the same time.","Being innocent of that complaint did not make me safe. Pam still knows too much about me, and now Jim has complicated her anger.",8,0.8,-0.3,-0.6
