title,scene_id,season,episode,scene_number,episode_title,character,characters_involved,given_circumstances,full_dialogue,scene_arc,motivation,internal_thoughts,reflection,importance,pleasure,arousal,dominance
Michael calls shotgun for the hospital drive | rules as comfort,S2E12-SC28,2,12,28,The Injury,Jim,"Jim, Michael","Jim, Michael, and Dwight are heading to Meredith's van to go to the hospital. Michael calls shotgun.","Michael: Shotgun!
Jim: You don't think you should sit in the back with Dwight?",Michael calls shotgun. Jim suggests he sit with the concussed person in the back. Michael does not respond.,To gently suggest Michael prioritize the patient over seating preference.,He called shotgun on the way to the hospital. For the person with a concussion. I asked. He didn't answer. This is fine. I'll drive.,He's in the front. Dwight is in the back. We're going to the hospital.,2,-0.1,0.3,0.2
The van ride to the hospital: Michael mocks the minivan; Dwight is confused about destination | absurdity in transit,S2E12-SC30,2,12,30,The Injury,Jim,"Dwight, Jim, Michael",Jim is driving Meredith's minivan to the hospital. Michael is in front. Dwight is in the back with a concussion.,"Michael: Oh, God, a mini-van.  What is Meredith's problem?
Jim: Well, I think she has a kid.
Michael: Well, yeah she has one kid, no husband.  She's not gonna find one driving this thing around.
Dwight: Where are we going?
Jim: Come on, get inside.
Jim: We're going to Chuck E. Cheese.
Michael: Chuck E. Cheese?  Oh, God, I'm so sick of Chuck E. Cheese.
Jim: We're going to the hospital, Michael.
Michael: I know, just sayin'.","Michael complains about Meredith's minivan with unsolicited commentary on her romantic prospects. Dwight, confused, asks twice where they are going. Jim deflects with Chuck E. Cheese. Michael takes the bait before Jim clarifies.",To manage the van situation with minimal additional chaos.,Dwight asked twice. Chuck E. Cheese bought a moment. Michael believed it for a full second. We're going to the hospital.,Chuck E. Cheese worked for about a second. I'll take it.,3,0.2,0.6,0.5
Dwight finds a mystery bottle under the seat and refuses to give it up; Jim sprays everyone | chaos in transit,S2E12-SC31,2,12,31,The Injury,Jim,"Dwight, Jim, Michael",The van is en route to the hospital. Dwight has found an unknown bottle under the seat and is drinking from it. Jim has a spray bottle from the office.,"Michael: Dwight, what are you drinking?
Dwight: I found it under the seat.
Jim: Oh my God, Dwight, put that down.
Dwight: I'm thirsty.
Jim: Give the bottle to Michael [sprays Dwight]
Jim: Give the bottle to Michael!
Dwight: I'm thirsty!
Michael: Give it to me.
Dwight: No.
Michael: Dwight... [to Jim] You just keep your eyes on the road. [to Dwight]  Give me the bottle or you're fired.
Dwight: You can't fire me, I don't work in this van!
Michael: Give it to me Dwight.
Dwight: No. [takes a drink]
Michael: Dwight... [to Jim] You just keep your eyes on the road.
Michael: Give me the bottle!!
Jim: [to Michael] Will you stop?
Michael: Gimme the bottle, Dwight!
Jim: Michael stop.
Dwight: [drinks] Mmmmm...
Michael: Just give it!
Jim: Stop [sprays Michael]
Dwight: My eyes!
Michael: Stop, stop it! Stop spraying! [Dwight whines] Gimme the bottle!
Michael: Stop spraying me!  Gimme the bottle!
Dwight: My eyes!","Dwight finds an unknown bottle under the seat and drinks from it, refusing to stop despite Jim and Michael's attempts. Jim sprays Dwight to keep him awake, then sprays Michael to stop him yelling, hitting both in the eyes. The van devolves into chaos.",To keep Dwight awake and prevent further deterioration while also driving a van.,Dwight found something under the seat. He's drinking it. I'm spraying him to keep him awake. Michael is screaming. I sprayed Michael. That helped slightly. Dwight's eyes. My eyes. Everyone's eyes. Hospital.,Spray bottle strategy has limited effectiveness when the patient refuses to cooperate and the other passenger starts yelling. Noted.,4,-0.6,0.9,-0.5
Michael fills out Dwight's hospital admittance form incorrectly and reveals he doesn't know Dwight's middle name | self-insert,S2E12-SC32,2,12,32,The Injury,Jim,"Dwight, Jim, Michael",The trio has arrived at the hospital. They are filling out paperwork for Dwight. Michael is handling the form.,"Michael: Dwight, what is your middle name.
Dwight: Danger.
Michael: [sigh] Something with a 'K'.
Jim: It's Kurt.  Wow, I am so sad that I know that.
Michael: What do I write under 'reason for visit'?
Jim: Concussion. [Michael scribbles something out] What did you write?
Michael: Nothing.  I wrote 'bringing someone to the hospital'.
Jim: So you thought they meant your reason for coming to the hospital.
Michael: No... you know what Jim, this isn't about me anymore.  I made a miraculous recovery, which is more than I can say for him. [Dwight falls towards Jim]
Jim: Come on Dwight. [sprays Dwight]
Dwight: Hi Michael!
Michael: Hi Dwight.",Michael fills out hospital paperwork incorrectly — writing 'bringing someone to the hospital' under reason for visit rather than the patient's condition. Jim corrects him. Michael pivots to noting his own miraculous recovery. Dwight falls sideways and greets Michael sweetly.,To complete the admittance paperwork correctly and keep Dwight conscious.,His middle name is Kurt. I know this and I have feelings about knowing this. Michael wrote his own reason for being at the hospital. Dwight is falling. Spray bottle.,Dwight said hi Michael with such warmth. He's genuinely glad Michael is here. That's something.,5,-0.2,0.7,0.3
Jim calls Pam from the hospital to update her on Dwight; Angela listens | witnessed connection,S2E12-SC35,2,12,35,The Injury,Jim,"Jim, Pam",Jim is at the hospital with Michael and Dwight. He calls the office to update Pam. Angela is nearby and listening.,"Pam: Dunder Mifflin, this is Pam.
Jim: Dunder Mifflin, this is Jim.
Pam: Oh my God, what is going on, is Dwight ok?
Jim: Uh hmm, he should be fine, but, uh, they brought him in for a CAT scan.
Pam: I can't believe he's getting a CAT scan.
Jim: Michael went in there with him too.  It's pretty sweet.
Pam: Really? Michael went in with him?
Jim: Uh huh.
Pam: Wow.
Jim: But they shouldn't be much longer now, so we'll be back soon.
Pam: Ok, that's uh, good news [Pam sees Angela eavesdropping] Uh, yeah, no I'll let you go.
Pam: Ok. Bye.
Jim: Bye.",Jim calls the office with an update. The exchange is warm and easy. Jim mentions Michael went in with Dwight — surprising both of them — and Pam's tone shifts when she sees Angela listening. The call ends abruptly but affectionately.,To update Pam. To hear her voice.,She asked about Dwight first. She cares about Dwight now. I said it's pretty sweet about Michael and I meant it. She said wow the same way I said wow when I saw it. We're on the same page about this. She cut the call — Angela must have been near.,She asked about Dwight first. She was relieved. The Angela thing I get.,6,0.3,0.6,0.4
Jim notes his own six years of grill ownership without incident | dry comparative wisdom,S2E12-SC39,2,12,39,The Injury,Jim,Jim,Jim addresses the camera about Michael's Foreman Grill injury in light of his own history with the device.,"Jim: I've had a Foreman grill for about six years, I've done about 85% of my cooking on it, but I've never burnt myself, probably because I don't use it as a pillow.",Jim provides context by noting he owns the same device and has not had a problem. His theory as to why is that he does not sleep on it.,To state the obvious in a way that makes it land.,Six years. Eighty-five percent of my cooking. Not once. The difference is I don't sleep on it. That's actually the whole thing.,I don't sleep on the grill. That's the tip. That's all of it.,2,0.2,0.2,0.4
Jim suggests a real cast; Michael declines; Dwight praises him as a pioneer | resistance to proper care,S2E12-SC41,2,12,41,The Injury,Jim,"Dwight, Jim, Michael",They have returned from the hospital. Michael still has his improvised bubble wrap cast. Jim suggests he get a proper cast.,"Jim: You know, that's probably not gonna last too long, you should go to a hospital and get a real cast.
Michael: Right, I'm gonna spend the day in the hospital, bujehh.  Bureaucracy and germs.
Jim: And doctors.
Michael: Yes, so, no thank you.
Dwight: Pssht.
Dwight: Constructing a home-made cast?  Genius.  Filled with foresight.  Like in the pioneer times, if you lost a leg, they would then use the bone of the leg for a cane.  They wasted nothing.
Michael: Wow, I don't want to hear... you talk.  Pam, could I have a word with you in my office?  [stumbling] Oh, oh, oh.  Alright.","Jim's practical suggestion is refused. Dwight offers an extended pioneer analogy in praise of Michael's improvised cast. Michael, perversely, doesn't want to hear it and calls for Pam. He stumbles on the way.",To be practically helpful one more time.,He won't go. The bubble wrap will last approximately one more day. He's not going. Fine.,He refused. He stumbled. He called for Pam.,3,-0.3,0.5,0.3
Jim says he'll pull the car around in the final beat | quiet closing,S2E12-SC48,2,12,48,The Injury,Jim,"Jim, Michael",The hospital visit is concluding. Jim and Michael are wrapping up.,Jim: I'm gonna pull the car around.,"Jim says he will pull the car around. The episode ends on this functional, quiet beat.",To get everyone home.,I'll pull the car around. That's the next step. We did what we came to do.,Today was a lot. I drove. I sprayed people. I kept Dwight awake. We're going home.,2,0,0.2,0.5
Jim gets Michael with up-dog after Pam falls for it | playfulness,S02E13-SC1,2,13,1,The Secret,Jim,"Jim, Michael, Pam",Jim has just tricked Pam with the up-dog joke in the office. Michael notices their laughter and demands to be let in on it.,"Jim: Not much what's up with you?
Pam: Oh, I can not believe I fell for that. [laughing] Oh, my God.
Michael: Ah, ah, ah, what? What? Where's the funny? Give it to me.
Jim: Umm, is it me or does it smell like up-dog in here?
Michael: What's up-dog?
Jim: Nothin' much what's up with you?
Michael: Oh, oh, wow! I walked right into that. Oh, that's brilliant!",Jim repeats the setup for Michael after Pam is already laughing. Michael takes the bait and then delights in being caught by the joke.,To keep the joke going and enjoy the shared laugh.,"Pam laughed, and now Michael wants in. Fine — same setup, same bait. Michael walked right into it. Worth it.",Michael getting got made the joke worth repeating. Shared laughter still goes a long way here.,3,0.8,0.6,0.8
Michael almost gets Dwight with up-dog and still blows it | frustration,S02E13-SC5,2,13,5,The Secret,Jim,"Dwight, Jim, Michael",Michael is still chasing the feeling of landing Jim's joke. Dwight gives him a near-perfect opening.,"Michael: Dwight! Hey is it me or does this place smell like up-dog?
Dwight: What's up-dog?
Michael: Gotcha! [laughing] Oh, God. [low] Crap! Nothin' how ya doing?
Dwight: Good. How are you doing?
Jim: [mouthing] So close.
Michael: [low] Damn it.","Dwight asks what's up-dog exactly as Michael hoped. Michael laughs too early, ruins the punchline, and Jim silently reacts to the near miss.",To watch whether Michael can actually pull it off.,Michael had the easiest version possible and still stepped on it. Incredible.,Michael's near-success almost made it scarier. Almost.,3,0.6,0.6,0.7
Jim admits Michael is the world's worst confidant | dread,S02E13-SC11,2,13,11,The Secret,Jim,Jim,Jim speaks directly to the documentary camera after Michael publicly hinted at his old feelings for Pam.,Jim: Yeah. On the booze cruise I told Michael about some feelings I used to have for Pam. I had just broken up with Katy and had a couple drinks. And I confided in the world's worst confidant.,Jim explains that on the booze cruise he told Michael about feelings he used to have for Pam. He immediately frames Michael as the worst possible person to trust with that information.,To get ahead of the fallout by framing the problem clearly.,I said something real to exactly the wrong person. Of course the worst confidant in the room treated it like a toy.,Confiding in the wrong person turns a private feeling into a public hazard.,7,-0.7,0.6,0.4
Jim asks Michael to keep Pam a secret | trust,S02E13-SC12,2,13,12,The Secret,Jim,"Jim, Michael","After Michael's comment to him about Pam, Jim realizes the secret is in danger. He pulls Michael aside to contain it.","Jim: Hey Michael.
Michael: Hey Jim-bag.
Jim: Remember that thing I told you on the booze cruise about Pam? That... was... personal so if we can just keep that between you and me. That would be great.
Jim: Umm, hmm.
Michael: Who else knows?
Jim: Nobody.
Michael: Wow!",Jim reminds Michael that what he shared on the booze cruise was personal and asks for discretion. Michael is visibly thrilled that nobody else knows.,To keep the secret contained before Michael spreads it.,Just make this simple. Personal means private. Please do not make the fact that nobody else knows feel exciting to you.,Asking for discretion was necessary. Believing in it is harder.,8,-0.6,0.7,0.5
Michael sings that his lips are sealed and Jim is uneasy | doubt,S02E13-SC14,2,13,14,The Secret,Jim,"Jim, Michael",Jim has just asked Michael to keep the secret about Pam private. Michael tries to reassure him.,"Michael: My lips are sealed. [singing] My lips are sealed... Bangles.
Jim: Alright. Great. Thank you.
Michael: [singing] Can you hear me, they talk about us...","Michael theatrically promises silence by singing. Jim accepts the reassurance, but Michael keeps performing instead of simply stopping.",To confirm that Michael will actually stop talking.,Please stop singing and just be quiet. The performance itself is the problem.,"The more Michael reassures me, the less reassured I feel.",5,-0.3,0.4,0.3
Michael corners Jim at the vending machine about Pam | intrusion,S02E13-SC16,2,13,16,The Secret,Jim,"Jim, Michael, Stanley",Michael is excited by knowing Jim's secret and cannot leave it alone. He approaches Jim at the vending machine while Stanley is nearby.,"Michael: Hey, whatcha gettin'?
Jim: I'm going with grape.
Michael: Ah, good stuff, good stuff. Did you see the game last night?
Michael: Any of em?  So, uh, what's the 411? Any news on the 'P' situation?
Jim: I don't know what you mean.
Michael: P-A-M. P-A
Jim: Uh, uh, ok.
Michael: No it's okay, we're talking code.
Stanley: What is?
Michael: Listen Stanley. How long does it take you to pick out a soda?
Jim: I'm going to take off actually.
Michael: Alright, well, cool. [Michael walks by Jim] Still deciding?
Stanley: Hmm?
Michael: [Michael presses a button for Stanley] Peach iced tea. You're going to hate it.","Michael makes small talk, then starts referring to Pam in code. Stanley's presence forces Jim to disengage while Michael keeps pressing.",To shut the conversation down before anyone else notices.,Why is Michael doing this in public? Why is Michael spelling Pam's name? I need to get out before this gets louder.,Distance was the only smart move there.,6,-0.6,0.7,0.3
Michael saves the secret from Dwight and invites Jim to lunch | alliance,S02E13-SC19,2,13,19,The Secret,Jim,"Dwight, Jim, Michael",Dwight notices Michael acting unusually familiar with Jim. Jim needs Michael to keep the real secret hidden.,"Michael: It's Grrrrrrape! Soda.
Jim: Tony the tiger.  You don't hear that much any more.
Michael: Not so much.
Dwight: Ok, what is going on here?
Michael: Nothing.
Dwight: Oh, really nothing? Fact: You are drinking grape soda. You never drink grape soda.  Fact: You are talking to Jim. You never talk to Jim.
Michael: Fact: I love grape soda. I always have. Fact: Jim and I talk all the time. We tell each other secrets.
Dwight: Ok. So what is the secret Michael?
Jim: Um, I had asked Michael if I could head up the Oscar investigation and he said that only Dwight was capable of handling such sensitive material.
Dwight: Is that true?
Michael: Um, I don't know, yeah, yeah, yeah it is.
Dwight: Thank you Michael.  I know your telling the truth.
Dwight: I can tell. I won't let you down.
Michael: Good.
Jim: Thanks.
Michael: Whooo, nice. That was, that was slick.  What are you doin' for lunch?
Jim: I don't know probably just gonna eat my ham and cheese sandwich in the break room.
Michael: Oh nonsense [lifts leg and puts it on Jim's desk], no way, no. Why don't, why don't I take you out to lunch? My treat.
Jim: No, that's alright, thank you though. It's, I, gotta do some cleaning, should probably stick around here.
Michael: Hey you know what we could do? We could spread out a blanket in the break room.  Have a little picnic order some 'za. Talk about you know who.
Jim: Oh, ah, no but no. You know what let's go out. That was a good idea.  Let's go out.
Michael: I know just he place.","Dwight interrogates Michael about his grape soda and sudden closeness to Jim. Jim invents a cover story about the Oscar investigation, Michael backs it, and then impulsively invites Jim to lunch to keep talking.",To redirect Dwight and keep the real subject hidden.,"Dwight is too close. Give Dwight something flattering, something Dwight wants to hear, and maybe the real secret survives.",Give Dwight a flattering story and Dwight will often take it. Useful.,7,0.4,0.7,0.7
Michael flirts badly with the waitress while Jim disengages | embarrassment,S02E13-SC22,2,13,22,The Secret,Jim,"Dana, Jim, Michael","At Hooters, Michael is eager to perform for both Jim and their waitress, Dana. Jim already wants the lunch to end.","Michael: Oh, here we go, here we go. Bogy at 3 o'clock. Hi.
Dana: Hey I'm Dana. Welcome to Hooters.
Michael: We're not worthy. We're not worthy. Hello Dana, I am Michael and this is Jim and we are brothers.
Jim: Nope we're not brothers.
Michael: I'm his boss actually.  And I treat him well. I'm taking him out to lunch cause I can afford it and he can have whatever he wants.
Jim: Can I just have the ham and cheese sandwich, thanks.
Dana: And for you?
Michael: Tell me Dana, how is your chicken breast?
Dana: Oh, it's great. It's served with our world famous wing sauce.
Michael: Mmmm, sounds yummy.  I will have a chicken breast hold the chicken. [Giggles]
Dana: Is that what you really want?
Michael: No, I'm gonna have the gourmet hot dog.
Dana: Great.","Michael introduces himself and Jim in grandiose, contradictory ways. Jim undercuts the act, and Michael turns ordering food into another embarrassing flirtation.",To survive the time together with as little humiliation as possible.,Just let me order the food I was already going to eat. Every extra sentence makes this time together longer.,He wanted bonding. What he produced was endurance.,5,-0.7,0.6,0.2
Michael asks Jim what he likes about Pam and makes it gross | vulnerability,S02E13-SC24,2,13,24,The Secret,Jim,"Dana, Hooters Girls, Jim, Michael",Lunch at Hooters continues after Michael has trapped Jim into talking. Michael steers the conversation back to Pam.,"Michael: What do you like best about Pam?
Jim: Uh, I really don't want to talk about it.
Michael: Is it her boobs, or...
Jim: Um, she's easy to talk to I guess and she's got a really good sense of humor.
Jim: Uh-huh.
Michael: Never get's any of my jokes.
Jim: What about you?
Michael: Her boobs, definitely.
Jim: Wow, that's not what I meant.
Dana: Here you go.
Michael: Oh, thank you.
Dana: And I understand we have a birthday today.
Michael: Ohhh happy birthday Jim!
Dana: Ready girls? Front side.
Hooters Girls: You put your front side in; you put your front side out. You put your front side in and shake it all about. You do the hokey pokey and you turn yourself around. That's what it's all about. Whoo, hoo!
Jim: Thank you.
Michael: Woo! Yeah!
Jim: Thanks, thanks Dana.
Michael: Thank you very much.","Michael asks Jim what he likes about Pam and immediately sexualizes the question. Jim answers sincerely anyway, Michael contrasts that with his own crude answer, and the lunch ends with an embarrassing birthday routine for Jim.",To answer honestly without letting him turn it into something gross.,I can answer this like a real person even if he refuses to. Please do not make me sit through a birthday song on top of this. Of course I have to sit through a birthday song.,Trying to speak honestly around Michael means surviving whatever Michael does with it.,8,-0.2,0.7,0.3
Pam asks what lunch was about and Jim deflects with sarcasm | concealment,S02E13-SC25,2,13,25,The Secret,Jim,"Jim, Michael, Pam",Jim and Michael return from lunch with a Hooters shirt in hand. Pam notices and asks what they talked about.,"Michael: Hilarious. Hey.
Pam: What did you guys talk about?
Jim: [Holds up Hooters t-shirt] Just you know politics, literature.
Pam: I hate you.","Pam asks a direct question. Jim gives a joking answer about politics and literature, and Pam reacts with mock disgust.",To deflect the truth with humor.,Do not answer directly. Give her something unserious and keep the whole time together in a box.,Sarcasm still works as a shield when I need one.,4,0.7,0.5,0.8
Jim admits the cat is out of the bag and tries to minimize it | damage control,S02E13-SC35,2,13,35,The Secret,Jim,Jim,Jim has realized the secret about Pam is now openly circulating. He turns to the camera to react.,Jim: Well the cats out of the bag. I used to have a crush on Pam and now I [hesitate] don't. Riveting.,Jim says the cat is out of the bag. He insists the crush is in the past and then dismisses the entire thing with dry sarcasm.,To minimize the rumor and strip it of power.,Great. The whole thing is public now. Best move is to flatten it with sarcasm and keep walking.,Minimizing the story is the only control I have left.,7,-0.4,0.5,0.7
Jim tells Pam directly about the old crush and they reset the friendship | honesty,S02E13-SC37,2,13,37,The Secret,Jim,"Jim, Pam","After the office gossip spreads, Jim decides Pam should hear the story from him directly. They talk alone near their desks while cleaning.","Pam: Hey.
Pam: Did you find anything good in your desk?
Jim: Ah, coupon for a free sandwich.
Pam: Score.
Jim: It expired in August, and my cell phone charger from two years ago.
Pam: Big day.
Jim: Big day.
Jim: Hey oh, listen, um, I told Michael on the booze cruise. It's so stupid. Um, I told Michael that I had had a crush on you when you first started here.
Jim: Well I thought that, I figured you should hear it from me rather than, I mean you know Michael.
Pam: Right.
Jim: And seriously, it's totally not a big deal, ok? And when I found out you were engaged, I mean.
Pam: No, I know, like, I kind of like, I thought that maybe you did when I first started.
Jim: Oh you did?
Pam: No, I mean, just 'cause we like got along so well.
Jim: No, no, you saw through me, great.
Pam: So are you going to be like totally awkward around me now?
Jim: Oh yeah, yeah... hope that's okay.
Pam: Mmm, hmm.
Jim: And Pam it was like three years ago so I am totally over it.
Pam: Cool.
Jim: Ok.","Jim tells Pam that he once had a crush on her and that Michael knows. Pam says she had suspected it years ago, both try to defuse the awkwardness, and Jim insists he is over it as they settle back into a workable rhythm.",To tell the truth directly and reduce future awkwardness.,Say it plainly. Give her the truth before the talk reshapes it. Please let this land as old history and not a current disaster.,"Telling her directly was better than letting talk do the talking. The awkwardness is real, but survivable.",10,0.3,0.6,0.7
Michael apologizes to Jim and fears losing the friendship | remorse,S02E13-SC40,2,13,40,The Secret,Jim,"Jim, Michael",Michael's loose handling of the secret has triggered office-wide fallout. Jim finds him after the damage is done.,"Jim: Hey.
Michael: I know, I know, I know.
Jim: Umm, what happened?
Michael: I, oh, just, um, I know I was trying to, expense reports. And then God, Toby, you know he just... I know. I'm just, I just hope that, I just hope that [starts to get choked up] this doesn't affect our friendship! Stupid, this is so stupid.
Jim: Hey, hey, wow, wow. Listen man it's, you know what. It's not a big deal.
Michael: Ok, I'm fine, no I know, I'm good, I'm good, it's just.
Jim: Look its one day, everything's gonna be alright. No big deal. You good?
Michael: Yeah I'm good.
Jim: Good.",Michael admits Toby forced the issue and becomes emotional about the possibility that this could hurt their friendship. Jim calms him down and reassures him that things will be okay.,To calm Michael down and keep the situation from getting even messier.,He feels terrible and somehow I am the calm one. Just get him through the apology and keep this from turning into another scene.,"He felt bad, which helped. Reassurance was easier than punishment.",7,-0.2,0.7,0.6
Jim and Pam leave together in a quiet reset | steadiness,S02E13-SC43,2,13,43,The Secret,Jim,"Jim, Pam","After a day of gossip, confession, and awkwardness, Jim and Pam reach the end of the workday. Their friendship has been tested but not broken.","Jim: Ready?
Pam: Yep.","Jim asks if Pam is ready to go. Pam says yes, and the understated exchange signals a return to their usual ease.",To test whether their rhythm is still intact.,"Just one normal exchange. If she says yes like always, maybe we're okay.",Normal returned in one word. That was enough.,6,0.7,0.2,0.7
Ryan catches Jim staring at Pam's empty desk | unspoken longing exposed,S2E14-SC1,2,14,1,The Secret,Jim,"Jim, Ryan",Pam is on vacation with Roy in the Poconos. Jim has been sitting at his desk looking toward Pam's empty workspace. Ryan has noticed this pattern all week.,"Ryan: [catching Jim looking at him at Pam's desk] What?
Jim: Oh, nothing.","Ryan catches Jim looking in the direction of Pam's empty desk and mistakes it for Jim staring at him. Jim deflects. The exchange repeats, establishing the episode's opening motif: Jim's longing made visible by absence.",To not explain what he's actually doing.,I was looking at her desk. Not Ryan. Her desk. That's fine. That's just a thing I do apparently.,Ryan thinks I'm staring at him. That's better than the alternative.,5,-0.6,0.5,-0.4
Jim reports Pam's return tomorrow and the June wedding date | feelings managed as logistics,S2E14-SC2,2,14,2,The Secret,Jim,Jim,Pam has been on vacation with Roy. Jim addresses the camera alone. She is returning tomorrow.,"Jim: Pam's on vacation and she gets back tomorrow, so it'll be nice to see her.  It'll be nice, and, uh, she set a date for the wedding with Roy.  Uh... June.  Summer.  So, that'll be nice.  And that's that.",Jim tells the camera Pam is coming back tomorrow and has set a June wedding date with Roy. He says 'nice' three times and 'that's that' to close the subject. Nothing is resolved.,To report the facts neutrally and close the subject.,Nice. Nice. Nice. That's that. June. That's a real month on a calendar now. I'm saying nice because I have to say something and that's the word. It'll be nice to see her. That part is even true.,"I said that's that. I said it like I meant it. I think if I keep saying it, it'll start to be true.",7,-0.7,0.4,-0.4
Ryan catches Jim staring again — second beat | pattern confirmed,S2E14-SC3,2,14,3,The Secret,Jim,"Jim, Ryan",The same dynamic as scene 1. Jim is looking toward Pam's desk. Ryan notices again.,"Ryan: [again catching Jim looking at him] What?
Jim: Oh, nothing.","The scene is an exact repeat of scene 1 — Ryan catches Jim's gaze, Jim deflects. The repetition confirms the pattern and makes the joke.",To again deflect cleanly.,I keep doing this. Ryan thinks I'm looking at him. I'm not looking at him.,I need to stop doing this.,4,-0.5,0.4,-0.4
Jim welcomes Pam back and asks about the resort; Roy is nearby | reunion charged with unspoken context,S2E14-SC12,2,14,12,The Secret,Jim,"Jim, Pam",Pam has returned from vacation. Jim approaches her desk to welcome her back. Roy is somewhere nearby.,"Jim: Hey!  Welcome back!
Pam: Thanks!
Jim: So, how was the resort?  Did you ski a lot?
Pam: A little.
Jim: Good!  What's goin' on here?",Jim welcomes Pam back with easy warmth. She responds simply. He asks about skiing. She says a little. He notes the office situation unfolding. The exchange is brief and normal on the surface.,To see her. To perform normal and have it feel normal.,She's back. Hey. Welcome back. Ski a lot. These are words I'm saying. She looks fine. She looks like herself. Roy is here. June. June is a month now.,That went fine. Normal. That's fine.,6,0.5,0.5,0.2
Jim denies being responsible for the carpet incident with disgusted specificity | alibi delivered,S2E14-SC13,2,14,13,The Secret,Jim,Jim,The office is investigating who defiled Michael's carpet. Jim addresses the camera.,Jim: What?  I did not do that.  That sounds disgusting.,"Jim categorically denies involvement in the carpet situation and registers genuine disgust. His denial is unprompted, which suggests he has been asked.",To clear his name.,No. I did not do that. That is disgusting. The fact that I even have to say this is something.,Cleared.,2,-0.2,0.2,0.6
Michael tries to become Jim's desk buddy while his carpet is replaced; Jim maneuvers him to the back | displacement negotiated,S2E14-SC15,2,14,15,The Secret,Jim,"Jim, Michael, Pam",Michael's carpet is being replaced and he cannot use his office. He comes to Jim's desk proposing they share. Roy is nearby.,"Jim: [smelling the stink] Oh.  Wow.
Pam: [giggles at Roy]
Michael: [sitting at Jim's desk]  Hey Jim.  I thought that we would be desk buddies while they changed my carpet.
Jim: That might be a little difficult with the one computer.
Michael: Oh... It's ...
Jim: But there's definitely a desk open in the back.
Michael: [reluctantly] Yeah ...
Jim: ...which I guess I'll be taking.
Michael: No, no, no!  Seriously, I don't mind sharing.
Jim: No, no, no, seriously, I'll be in the back.","Michael installs himself at Jim's desk. Jim volunteers to take the back desk before Michael can object. Michael tries to reverse this — he wants a desk buddy — but Jim insists. Jim relocates to the back, near Kelly.","To not sit next to Michael all day, using a clean redirect.",There is a desk in the back. I am taking it before he figures out what's happening. Done. I'm in the back now. Near Kelly. That will be its own thing.,I got out. The back is not ideal but it is not Michael's desk.,4,-0.4,0.6,0.7
Kelly explains Toby moved desks due to an 'allergy' to the desk; Jim processes | the desk's history revealed,S2E14-SC16,2,14,16,The Secret,Jim,"Jim, Kelly",Jim has relocated to the back desk area near Kelly. She is explaining the desk's history.,"Jim: Hey, Kelly.
Kelly: Are you moving back here?
Jim: Um, just for the day while Michael's at my desk.
Kelly: Because Toby used to sit there, but he had to move over there because of an allergy.
Jim: Allergy to... the desk?
Kelly: [shaking head] Weird.","Kelly greets Jim, explains that Toby previously occupied this desk but developed an 'allergy' and moved. Jim parses the word allergy skeptically. Kelly confirms it is weird without elaborating.",To understand what he's moved into.,Toby moved because of an allergy. To the desk. Kelly is shaking her head and saying weird. This means Toby moved because of Kelly. The allergy is Kelly.,The allergy is Kelly. I understand everything now.,4,-0.1,0.3,0.4
Kelly explains her closet organization system at length to a captive Jim | ambient suffering in the back,S2E14-SC19,2,14,19,The Secret,Jim,"Jim, Kelly",Jim is in the back area with Kelly for the day. She is talking to him continuously.,"Kelly: [to Jim] I'm serious.  My closet doors will not shut.  I mean, it only takes so long to measure to make sure that clothes will hang up because aren't all hangers like that big?  So I don't understand why the closet engineer didn't think of that.  So now I'm doing this new thing where I just leave piles of clothes on the floor and then I walk around the piles to get an outfit...",Kelly explains her closet door problem and her workaround solution to Jim at length. Jim has no lines. The scene establishes what Jim has relocated into.,To be physically present without encouraging further conversation.,She is explaining her closet door situation. I chose this over sitting with Michael. The closet engineer did not account for standard hanger width. She walks around piles. I understand the system now.,I traded Michael for this. Both choices have costs.,3,-0.7,0.4,-0.5
Kelly asks Jim to find out if Ryan likes her; Ryan uses Jim as a relay; Jim is now in the middle | reluctant matchmaker,S2E14-SC26,2,14,26,The Secret,Jim,"Jim, Kelly, Ryan",Jim is in the back area. Kelly is talking to him constantly. Ryan has been sent back by Michael to ask about the desk chair. Kelly seizes on this.,"Kelly: [to Jim] Beyonce, pink the color, Pink the person, hot dogs, basically anything that is awesome. Snow cones...
Ryan: Hey Jim, Michael wanted me to ask you how to raise your desk chair.
Jim: It's the lever on the side.
Ryan: That's what I told him.  Thanks. [leaves]
Kelly: Oh my God, he is so cute!  Would you talk to him for me and see if he likes me?
Jim: No, I don't think I can...
Kelly: Oh, please Jim?  Please, please, Jim.  Please, please, please?  He's so cute.  I like him",Kelly breaks from her monologue when Ryan appears on an errand. Ryan gets the information and leaves. Kelly immediately deploys Jim as a romantic intermediary. Jim resists. Kelly pleads. The relay begins.,To not become the middle of a Kelly-Ryan situation.,She wants me to be the relay. I said no. She's pleading. I'm going to end up doing this. I can already feel it happening.,I said I don't think I can and that was not a firm no and she knew it.,4,-0.3,0.6,-0.3
